EventId,EventTemplate,Occurrences
283,Unable to start NetBIOS name service:,2
284,Got an XPC error: Connection invalid,1
285,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,1
286,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1
287,no sleep images for WillPowerOffWithImages,1
288,ChromeExistion main isUndetectWithCommand = <*>,2
289,after trim url = <*>,1
290,"ChromeExistion main strSendMsg = {""websitekey"":<*>,""commandkey"":<*>,""browserkey"":<*>}",1
291,url host = <*>,1
292,the url = <*>,1
293,[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>>] to failed operations.],3
294,hibernate_rebuild started,1
295,"Service ""<*>"" tried to hijack endpoint ""<*>"" from owner: <*>",3
296,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=<*>,2
297,Sandbox: <*> deny(<*>) file-read-data <*>,1
298,<*> [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,1
299,full wake request (reason <*>) <*> ms,1
300,kern_open_file_for_direct_io(<*>),1
301,"PM response took <*> ms (<*>, QQ)",1
302,"Page bounds {{<*>, <*>}",2
303,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,1
304,[com.apple.calendar.store.log.caldav.queue] [Account <*>@https:<*>163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x<*>; Sequence: <*>],1
305,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=<*> ""(null)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash 0x<*> [0x<*>]>{type = immutable dict, count = <*>, entries => <*> : Connection = <CFString 0x<*> [0x<*>]>{contents = ""<*>""} 3 : Content-Type = <*> 4 : Content-Length = <*> <*> : Server = nginx 6 : Date = <CFString 0x<*> [0x<*>]>{contents = ""<*>""} } }]",1
306,Sandbox: <*> deny(<*>) ipc-posix-shm-read-data CFPBS:<*>,1
307,"no application identifier provided, can't use provisioning profiles [pid=<*>]",1
308,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,1
309,CFNetwork SSLHandshake failed (<*>),1
310,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>]  (Names: PageItemCell:<*> '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)]  (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>)-[NSTextField:<*>]>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>)-|  (Names: PageItemCell:<*> '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(>=NSSpace(<*>))-[NSTextField:<*>]>"" ) Will attempt to recover by breaking constraint <NSLayoutConstraint:<*> H:[NSImageView:<*>)]> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",2
311,"Configuration Notice: ASL Module ""<*>"" sharing output destination ""<*>"" with ASL Module ""<*>"". Output parameters from ASL Module ""<*>"" override any specified in ASL Module ""<*>"".",1
312,(DiskStore.Normal:<*>) <*> <*>,1
313,"CCDataTap::profileRemoved, Owner: <*>, Name: StateSnapshots",1
314,Unrecognized XSSimpleTypeDefinition: OneOff,2
315,DB Path: <*>,1
316,Could not get event name for stream<*>oke<*> <*>: Request for stale data,1
317,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:0x<*> path=<*> Chrome.app> serverType=Omaha url=<*> creationDate=<*> tagPath=<*> tagKey=KSChannelID brandPath=<*> brandKey=KSBrandID versionPath=<*> versionKey=KSVersion cohort=<*>: cohortName=Stable ticketVersion=<*> > )} Using server: <KSOmahaServer:0x<*> engine=<KSUpdateEngine:0x<*>> >,1
318,Error in CoreDragRemoveTrackingHandler: <*>,1
319,Session <*> destroyed,2
320,"CCFile::copyFile fileName is [<*>]-AirPortBrcm4360_Logs-<*>.txt, source path:<*>0.0/DriverLogs//[<*>]-AirPortBrcm4360_Logs-<*>.txt, dest path:<*>0.0/[<*>]=AssocFail:sts:<*>_rsn:0/DriverLogs//[<*>]-AirPortBrcm4360_Logs-<*>.txt",1
321,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [x86_<*>] libnetcore-<*> <*>  libsystem_network.dylib       0x00007fff92fabde9 __nw_create_backtrace_string + <*>  libsystem_network.dylib       0x00007fff92fc289f nw_path_evaluator_start_helper_connection + <*>  libdispatch.dylib          0x00007fff980fa93d _dispatch_call_block_and_release + <*>  libdispatch.dylib          0x00007fff980ef40b _dispatch_client_callout + <*>  libdispatch.dylib          0x00007fff980f403b _dispatch_queue_drain + <*>  libdispatch.dylib          0x00007fff980fa707 _dispatch_queue_invoke + <*>  libdispatch.dylib          0x00007fff980f2d53 _dispatch_root_queue_drain + <*>  libdispatch.dylib          0x00007fff980f2b00 _dispatch_worker_thread3 + <*>  libsystem_pthread.dylib       0x00007fff8ebc44de _pthread_wqthread + <*>  libsystem_pthread.dylib       0x00007fff8ebc2341 start_wqthread + <*>",1
322,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.",1
323,full wake promotion (reason <*> ms,1
324,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)",1
325,"[QL] No sandbox token for request <QLThumbnailRequest <*>, it will probably fail",1
326,"schedule invalidation <DYTransport 0x<*>, error: lost transport connection (<*>)>",1
327,[<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,1
328,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,1
329,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*>.(null). Failed codec specific check.,1
330,CoreAnimation: timed out fence <*>,1
331,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,1
332,<*> ERROR:  <*>: timed out after <*>.000s (<*>); mMajorChangePending=<*>,1
333,efi pagecount <*>,2
334,"CCFile::copyFile fileName is [<*>]-CCIOReporter-<*>.xml, source path:<*>80211Family/OneStats//[<*>]-CCIOReporter-<*>.xml, dest path:<*>80211Family/[<*>]=AssocFail:sts:<*>_rsn:0/OneStats//[<*>]-CCIOReporter-<*>.xml",1
335,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,1
336,"CCDataTap::profileRemoved, Owner: <*>, Name: AssociationEventHistory",1
337,Host controller terminated,1
338,[HID] [MT] AppleActuatorHIDEventDriver::start entered,1
339,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,2
340,vm_compressor_fastwake_warmup completed - took <*> msecs,1
341,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:0x<*> h=-&- v=-&- V:[NSScrollView:0x<*>)-|  (Names: '|':NSView:0x<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:0x<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:0x<*>]  (Names: '|':NSView:0x<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:0x<*> h=-&- v=--& V:[NSView:0x<*>)]>"", ""<NSAutoresizingMaskLayoutConstraint:0x<*> h=-&- v=-&- V:|-(<*>)-[NSView:0x<*>]  (Names: '|':NSView:0x<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:0x<*> h=-&- v=-&- V:[NSView:0x<*>)-|  (Names: '|':NSView:0x<*> )>"" ) Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:0x<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:0x<*>]  (Names: '|':NSView:0x<*> )> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",1
342,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,1
343,Arranged view frame: {{<*>},1
344,CCProfileMonitor::setStreamEventHandler,1
345,Telling CSI to go low power.,1
